Symbol,Company Name,Security Type,Security Price,Market Capitalization,Sector,Industry,Sub-Industry,dolv_125, market_cap 
BILI,Bilibili Inc,Depository Receipt,153.14,50550000000,Communication Services,Entertainment,Interactive Home Entertainment,418401023.8,large
PGR,Progressive Corp (The),Common Stock,86.27,50490000000,Financials,Insurance,Property & Casualty Insurance,231549562.1,large
ITUB,Itau Unibanco Holding SA,Depository Receipt,5.17,50470000000,Financials,Banks,Diversified Banks,180230174.1,large
COP,Conocophillips,Common Stock,47.16,50370000000,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production,416425396.3,large
HMC,Honda Motor Co Ltd,Depository Receipt,29.16,50350000000,Consumer Discretionary,Automobiles,Automobile Manufacturers,17265627.73,large
VOD,Vodafone Group PLC,Depository Receipt,18.71,50060000000,Communication Services,Wireless Telecommunication Services,Wireless Telecommunication Services,60809035.73,large
RELX,RELX PLC,Depository Receipt,25.85,49770000000,Industrials,Professional Services,Research & Consulting Services,14719369.28,large
MET,Metlife Inc.,Common Stock,55.67,49710000000,Financials,Insurance,Life & Health Insurance,246582227.4,large
BMO,Bank of Montreal,Common Stock,76.86,49640000000,Financials,Banks,Diversified Banks,36550985.77,large
NOC,Northrop Grumman Corp,Common Stock,297.36,49570000000,Industrials,Aerospace & Defense,Aerospace & Defense,291124738.8,large
ETN,Eaton Corp Plc,Common Stock,123.98,49420000000,Industrials,Electrical Equipment,Electrical Components & Equipment,200983481.4,large
DOCU,DocuSign Inc.,Common Stock,263.32,49110000000,Information Technology,Software,Application Software,1035661297,large
HUM,Humana Inc.,Common Stock,380.64,49050000000,Health Care,Health Care Providers & Services,Managed Health Care,343733230,large
CHWY,Chewy Inc,Common Stock,118.69,48970000000,Consumer Discretionary,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail,311306464.1,large
CP,Canadian Pacific Railway Ltd,Common Stock,365.51,48720000000,Industrials,Road & Rail,Railroads,100913974.8,large
DG,Dollar General Corporation,Common Stock,198.6,48660000000,Consumer Discretionary,Multiline Retail,General Merchandise Stores,401158827.7,large
MNST,Monster Beverage Corp,Common Stock,91.74,48420000000,Consumer Staples,Beverages,Soft Drinks,172724359.6,large
VEEV,Veeva Systems Inc,Common Stock,318.03,48110000000,Health Care,Health Care Technology,Health Care Technology,250566489.7,large
ALGN,Align Technology Inc,Common Stock,609.72,48060000000,Health Care,Health Care Equipment & Supplies,Health Care Supplies,284904483.2,large
BX,Blackstone Group Inc,Common Stock,70.21,48010000000,Financials,Capital Markets,Asset Management & Custody Banks,163180764,large
WM,Waste Management Inc.,Common Stock,113.25,47860000000,Industrials,Commercial Services & Supplies,Environmental & Facilities Services,178939728.7,large
PUK,Prudential PLC,Depository Receipt,36.85,47860000000,Financials,Insurance,Life & Health Insurance,9007942.876,large
SMFG,Sumitomo Mitsui Financial Group Inc,Depository Receipt,6.97,47760000000,Financials,Banks,Diversified Banks,7200555.991,large
NEM,Newmont Corporation,Common Stock,58.94,47390000000,Materials,Metals & Mining,Gold,374404362,large
GD,General Dynamics Corp,Common Stock,164.83,47220000000,Industrials,Aerospace & Defense,Aerospace & Defense,203958105,large
ZG,Zillow Group Inc,Common Stock,202.94,47150000000,Communication Services,Interactive Media & Services,Interactive Media & Services,92392334.22,large
STZ,Constellation Brands Inc,Common Stock,241.27,46630000000,Consumer Staples,Beverages,Distillers & Vintners,226124561.6,large
IDXX,IDEXX Laboratories Inc,Common Stock,544.07,46410000000,Health Care,Health Care Equipment & Supplies,Health Care Equipment,181030779,large
NGLOY,Anglo American PLC,Depository Receipt,18.62,46210000000,Materials,Metals & Mining,Diversified Metals & Mining,3370387.31,large
Z,Zillow Group Inc,Common Stock,197.81,45960000000,Communication Services,Interactive Media & Services,Interactive Media & Services,362294576.9,large
AMX,"America Movil SA De CV, Mexico",Depository Receipt,13.82,45610000000,Communication Services,Wireless Telecommunication Services,Wireless Telecommunication Services,39175294.56,large
F,Ford Motor Co,Common Stock,11.45,45560000000,Consumer Discretionary,Automobiles,Automobile Manufacturers,613996425.9,large
PTON,Peloton Interactive Inc,Common Stock,154.68,45520000000,Consumer Discretionary,Leisure Products,Leisure Products,1881194391,large
ERIC,Telefonaktiebolaget LM Ericsson,Depository Receipt,13.65,45430000000,Information Technology,Communications Equipment,Communications Equipment,90778237.05,large
FCX,Freeport-McMoRan Inc,Common Stock,31.23,45380000000,Materials,Metals & Mining,Copper,436955601.6,large
KMB,Kimberly-Clark Corp,Common Stock,132.13,44760000000,Consumer Staples,Household Products,Household Products,268918897.5,large
MTCH,Match Group Inc,Common Stock,169.53,44720000000,Communication Services,Interactive Media & Services,Interactive Media & Services,337290636.4,large
KDP,Keurig Dr Pepper Inc,Common Stock,31.77,44710000000,Consumer Staples,Beverages,Soft Drinks,166628158.7,large
LULU,lululemon athletica inc,Common Stock,342.86,44690000000,Consumer Discretionary,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods",558559132.2,large
SNPS,Synopsys Inc,Common Stock,292.12,44580000000,Information Technology,Software,Application Software,174497242.1,large
TME,Tencent Music Entertainment Group,Depository Receipt,26.36,44210000000,Communication Services,Entertainment,Movies & Entertainment,194168058.8,large
ABEV,Ambev SA,Depository Receipt,2.79,43900000000,Consumer Staples,Beverages,Brewers,61599154.27,large
WBA,Walgreens Boots Alliance Inc,Common Stock,50.38,43520000000,Consumer Staples,Food & Staples Retailing,Drug Retail,302320029.5,large
KHC,The Kraft Heinz Co,Common Stock,35.37,43280000000,Consumer Staples,Food Products,Packaged Foods & Meats,205268781.3,large
DOW,Dow Inc,Common Stock,58.15,43220000000,Materials,Chemicals,Commodity Chemicals,217100612.1,large
EBAY,eBay Inc.,Common Stock,62.98,43100000000,Consumer Discretionary,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail,452118108.7,large
TEL,TE Connectivity Ltd,Common Stock,129.77,42970000000,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services,187374284.3,large
MCHP,Microchip Technology Inc,Common Stock,159.55,42960000000,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,247091956.9,large
LVS,Las Vegas Sands Corp,Common Stock,56.02,42790000000,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming,303042384.8,large
CMG,Chipotle Mexican Grill Inc,Common Stock,1527.7,42780000000,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants,417761151.2,large
DANOY,Danone SA,Depository Receipt,13.15,42660000000,Consumer Staples,Food Products,Packaged Foods & Meats,9247746.508,large
EA,Electronic Arts Inc,Common Stock,147.75,42610000000,Communication Services,Entertainment,Interactive Home Entertainment,368688385.3,large
ROST,Ross Stores Inc,Common Stock,119.09,42450000000,Consumer Discretionary,Specialty Retail,Apparel Retail,213199603.2,large
BIIB,Biogen Inc,Common Stock,278.29,42370000000,Health Care,Biotechnology,Biotechnology,398487589.7,large
APTV,Aptiv Plc,Common Stock,156.29,42200000000,Consumer Discretionary,Auto Components,Auto Parts & Equipment,194748724.8,large
MAR,Marriott International Inc,Common Stock,129.48,41990000000,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",291322364.2,large
TRP,TC Energy Corp,Common Stock,44.53,41860000000,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transportation,74169980.73,large
NGG,National Grid plc,Depository Receipt,59.23,41560000000,Utilities,Multi-Utilities,Multi-Utilities,20139303.88,large
ROP,Roper Technologies Inc,Common Stock,396.02,41530000000,Industrials,Industrial Conglomerates,Industrial Conglomerates,219292175,large
CTSH,Cognizant Technology Solutions Corp,Common Stock,76.96,41480000000,Information Technology,IT Services,IT Consulting & Other Services,218303512.8,large
BBD,Banco Bradesco Sa Brad,Depository Receipt,4.69,41440000000,Financials,Banks,Diversified Banks,104642499.4,large
EXC,Exelon Corp,Common Stock,42.21,41180000000,Utilities,Electric Utilities,Electric Utilities,212816828,large
TRI,Thomson Reuters Corp,Common Stock,82.78,41140000000,Industrials,Professional Services,Research & Consulting Services,31913386.63,large
APH,Amphenol Corp,Common Stock,135.9,40670000000,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Components,160566268.6,large
CDNS,Cadence Design Systems Inc,Common Stock,145.62,40630000000,Information Technology,Software,Application Software,177046248.6,large
TTD,Trade Desk Inc (The),Common Stock,864.04,40560000000,Information Technology,Software,Application Software,602385592.5,large
BAX,Baxter International Inc,Common Stock,78.73,40210000000,Health Care,Health Care Equipment & Supplies,Health Care Equipment,237549660.9,large
CM,Canadian Imperial Bank of Commerce,Common Stock,89.32,39910000000,Financials,Banks,Diversified Banks,28052657.05,large
RNG,RingCentral Inc,Common Stock,443.29,39710000000,Information Technology,Software,Application Software,287829782.3,large
DXCM,DexCom Inc,Common Stock,412.9,39650000000,Health Care,Health Care Equipment & Supplies,Health Care Equipment,364765475,large
BCE,BCE Inc.,Common Stock,43.67,39500000000,Communication Services,Diversified Telecommunication Services,Integrated Telecommunication Services,46073142.98,large
GOLD,Barrick Gold Corp,Common Stock,22.15,39390000000,Materials,Metals & Mining,Gold,476664454.1,large
ING,ING Groep NV,Depository Receipt,10.08,39310000000,Financials,Banks,Diversified Banks,34393490.79,large
A,Agilent Technologies Inc,Common Stock,127.98,39160000000,Health Care,Life Sciences Tools & Services,Life Sciences Tools & Services,170490492.7,large
LHX,L3Harris Technologies Inc,Common Stock,185.92,39040000000,Industrials,Aerospace & Defense,Aerospace & Defense,235394613.1,large
AEP,American Electric Power Co Inc,Common Stock,78.6,39020000000,Utilities,Electric Utilities,Electric Utilities,234567730.5,large
SYY,Sysco Corporation,Common Stock,76.24,38880000000,Consumer Staples,Food & Staples Retailing,Food Distributors,193235722,large
E,Eni SpA,Depository Receipt,21.7,38760000000,Energy,"Oil, Gas & Consumable Fuels",Integrated Oil & Gas,7574913.676,large
STM,STMicroelectronics NV,Depository Receipt,42.79,38740000000,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,85268419.9,large
JCI,Johnson Controls International Plc,Common Stock,53.58,38590000000,Industrials,Building Products,Building Products,213886290.6,large
WIT,Wipro Ltd,Depository Receipt,6.73,38330000000,Information Technology,IT Services,IT Consulting & Other Services,9046848.609,large
MFC,Manulife Financial Corp,Common Stock,19.57,37970000000,Financials,Insurance,Life & Health Insurance,38969144.58,large
RACE,Ferrari NV,Common Stock,205.35,37940000000,Consumer Discretionary,Automobiles,Automobile Manufacturers,57719536.02,large
OKTA,Okta Inc,Common Stock,291.87,37790000000,Information Technology,IT Services,Internet Services & Infrastructure,340174779.8,large
PANW,Palo Alto Networks Inc,Common Stock,395.12,37620000000,Information Technology,Software,Systems Software,348376758.5,large
SLB,Schlumberger Ltd,Common Stock,26.77,37270000000,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services,270756844.9,large
TROW,T. Rowe Price Group Inc,Common Stock,163.19,37210000000,Financials,Capital Markets,Asset Management & Custody Banks,154270028,large
BK,Bank of New York Mellon Corp (The),Common Stock,41.93,37180000000,Financials,Capital Markets,Asset Management & Custody Banks,204927177.6,large
INFO,IHS Markit Ltd,Common Stock,93.59,37110000000,Industrials,Professional Services,Research & Consulting Services,234763717.3,large
CSGP,CoStar Group Inc,Common Stock,939.14,37050000000,Industrials,Professional Services,Research & Consulting Services,169729979.9,large
LU,Lufax Holding Ltd,Depository Receipt,16.97,36880000000,Financials,Consumer Finance,Consumer Finance,114690642.5,large
TRV,Travelers Companies Inc (The),Common Stock,145.96,36840000000,Financials,Insurance,Property & Casualty Insurance,182062605.4,large
IQV,Iqvia Holdings Inc,Common Stock,192.66,36840000000,Health Care,Life Sciences Tools & Services,Life Sciences Tools & Services,168924296.9,large
BF-B,Brown-Forman Corp,Common Stock,76.85,36780000000,Consumer Staples,Beverages,Distillers & Vintners,65053409.59,large
ALC,Alcon Inc,Common Stock,74.1,36250000000,Health Care,Health Care Equipment & Supplies,Health Care Supplies,68493456.78,large
MRVL,Marvell Technology Group Ltd,Common Stock,53.82,36150000000,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,383799069.2,large
TT,Trane Technologies plc,Common Stock,150.93,36040000000,Industrials,Building Products,Building Products,164387435,large
CMI,Cummins Inc.,Common Stock,243.97,36010000000,Industrials,Machinery,Construction Machinery & Heavy Trucks,232976859.1,large
CTAS,Cintas Corp,Common Stock,342.44,35950000000,Industrials,Commercial Services & Supplies,Diversified Support Services,149392766.9,large
VIAC,ViacomCBS Inc,Common Stock,58.31,35920000000,Communication Services,Media,Broadcasting,439613772.4,large
MSCI,MSCI Inc,Common Stock,434.77,35910000000,Financials,Capital Markets,Financial Exchanges & Data,179780716.5,large
VIACA,ViacomCBS Inc,Common Stock,58.23,35890000000,Communication Services,Media,Broadcasting,2509914.942,large
SRE,Sempra Energy,Common Stock,124.5,35860000000,Utilities,Multi-Utilities,Multi-Utilities,190122822.1,large
HPQ,HP Inc,Common Stock,27.49,35840000000,Information Technology,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",196844495.9,large
LYG,Lloyds Banking Group PLC,Depository Receipt,2.02,35740000000,Financials,Banks,Diversified Banks,10501550.85,large
XLNX,Xilinx Inc.,Common Stock,145.75,35740000000,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,391796392.6,large
AIG,American International Group Inc,Common Stock,41.4,35660000000,Financials,Insurance,Multi-line Insurance,197560395.9,large
PH,Parker-Hannifin Corp,Common Stock,276.24,35660000000,Industrials,Machinery,Industrial Machinery,209708306.3,large
CRH,CRH PLC,Depository Receipt,45.13,35630000000,Materials,Construction Materials,Construction Materials,15150320.69,large
EOG,EOG Resources Inc.,Common Stock,61.02,35600000000,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production,241489436.3,large
BBVA,Banco Bilbao Vizcaya Argentaria SA (BBVA),Depository Receipt,5.32,35410000000,Financials,Banks,Diversified Banks,15439916.13,large
BCS,Barclays PLC,Depository Receipt,8.07,35010000000,Financials,Banks,Diversified Banks,25474141.01,large
GIS,General Mills Inc.,Common Stock,57.12,34920000000,Consumer Staples,Food Products,Packaged Foods & Meats,211715733.3,large
ALXN,Alexion Pharmaceuticals Inc,Common Stock,158.39,34770000000,Health Care,Biotechnology,Biotechnology,337785407.4,large
ANSS,ANSYS Inc,Common Stock,403.59,34650000000,Information Technology,Software,Application Software,139739927.9,large
BGNE,BeiGene Ltd,Depository Receipt,381,34650000000,Health Care,Biotechnology,Biotechnology,95986016.31,large
U,Unity Software Inc,Common Stock,126.07,34480000000,Information Technology,Software,Application Software,368010386,large
CNC,Centene Corp,Common Stock,59.2,34420000000,Health Care,Health Care Providers & Services,Managed Health Care,226950529.4,large
DDOG,Datadog Inc,Common Stock,112.87,34350000000,Information Technology,Software,Application Software,399797513.9,large
BF-A,Brown-Forman Corp,Common Stock,71.09,34020000000,Consumer Staples,Beverages,Distillers & Vintners,4826284.989,large
PCAR,PACCAR Inc,Common Stock,98.02,33970000000,Industrials,Machinery,Construction Machinery & Heavy Trucks,146814429.5,large
PSX,Phillips 66,Common Stock,77.23,33730000000,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing,211468124.3,large
CS,Credit Suisse Group,Depository Receipt,13.91,33690000000,Financials,Capital Markets,Diversified Capital Markets,27318452.18,large
KMI,Kinder Morgan Inc.,Common Stock,14.84,33600000000,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transportation,228498286.8,large
