symbol,sector,industry
OXM,Consumer Cyclical,Apparel Manufacturing
OXY,Energy,Oil & Gas E&P
OYST,Healthcare,Biotechnology
OZK,Financial Services,Banks Regional
OZON,Consumer Cyclical,Internet Retail
PAA,Energy,Oil & Gas Midstream
PAAS,Basic Materials,Silver
PAC,Industrials,Airports & Air Services
PACB,Healthcare,Diagnostics & Research
PACE,Financial Services,Shell Companies
PACK,Consumer Cyclical,Packaging & Containers
PACW,Financial Services,Banks Regional
PAE,Industrials,Specialty Business Services
PAG,Consumer Cyclical,Auto & Truck Dealerships
PAGP,Energy,Oil & Gas Midstream
PAGS,Technology,Software Infrastructure
PAHC,Healthcare,Drug Manufacturers Specialty & Generic
PAM,Utilities,Utilities Regulated Electric
PANA,Financial Services,Shell Companies
PAND,Healthcare,Biotechnology
PANL,Industrials,Marine Shipping
PANW,Technology,Software Infrastructure
PAR,Technology,Software Application
PARR,Energy,Oil & Gas Refining & Marketing
PASG,Healthcare,Biotechnology
PATK,Consumer Cyclical,Recreational Vehicles
PAVM,Healthcare,Medical Devices
PAYA,Technology,Software Application
PAYC,Technology,Software Application
PAYS,Industrials,Specialty Business Services
PAYX,Industrials,Staffing & Employment Services
PB,Financial Services,Banks Regional
PBA,Energy,Oil & Gas Midstream
PBCT,Financial Services,Banks Regional
PBF,Energy,Oil & Gas Refining & Marketing
PBFS,Financial Services,Banks Regional
PBFX,Energy,Oil & Gas Midstream
PBH,Healthcare,Medical Distribution
PBI,Industrials,Business Equipment & Supplies
PBPB,Consumer Cyclical,Restaurants
PBR,Energy,Oil & Gas Integrated
PBT,Energy,Oil & Gas E&P
PBYI,Healthcare,Biotechnology
PCAR,Industrials,Farm & Heavy Construction Machinery
PCB,Financial Services,Banks Regional
PCG,Utilities,Utilities Regulated Electric
PCH,Real Estate,REIT Specialty
PCOM,Communication Services,Internet Content & Information
PCPL,Financial Services,Shell Companies
PCRX,Healthcare,Drug Manufacturers Specialty & Generic
PCSB,Financial Services,Banks Regional
PCTI,Technology,Communication Equipment
PCTY,Technology,Software Application
PCVX,Healthcare,Biotechnology
PCYG,Technology,Software Application
PCYO,Utilities,Utilities Regulated Water
PD,Technology,Software Application
PDAC,Financial Services,Shell Companies
PDCE,Energy,Oil & Gas E&P
PDCO,Healthcare,Medical Distribution
PDD,Consumer Cyclical,Internet Retail
PDEX,Healthcare,Medical Instruments & Supplies
PDFS,Technology,Software Application
PDLB,Financial Services,Banks Regional
PDM,Real Estate,REIT Office
PDS,Energy,Oil & Gas Drilling
PEAK,Real Estate,REIT Healthcare Facilities
PEB,Real Estate,REIT Hotel & Motel
PEBK,Financial Services,Banks Regional
PEBO,Financial Services,Banks Regional
PEG,Utilities,Utilities Diversified
PEGA,Technology,Software Application
PEI,Real Estate,REIT Retail
PEIX,Energy,Oil & Gas Refining & Marketing
PEN,Healthcare,Medical Devices
PENN,Consumer Cyclical,Resorts & Casinos
PEP,Consumer Defensive,Beverages Non-Alcoholic
PERI,Communication Services,Internet Content & Information
PETQ,Healthcare,Drug Manufacturers Specialty & Generic
PETS,Healthcare,Pharmaceutical Retailers
PFBI,Financial Services,Banks Regional
PFC,Financial Services,Banks Regional
PFE,Healthcare,Drug Manufacturers General
PFG,Financial Services,Insurance Diversified
PFGC,Consumer Defensive,Food Distribution
PFHD,Financial Services,Banks Regional
PFIS,Financial Services,Banks Regional
PFPT,Technology,Software Infrastructure
PFS,Financial Services,Banks Regional
PFSI,Financial Services,Mortgage Finance
PFSW,Industrials,Specialty Business Services
PG,Consumer Defensive,Household & Personal Products
PGC,Financial Services,Banks Regional
PGEN,Healthcare,Biotechnology
PGNY,Healthcare,Health Information Services
PGR,Financial Services,Insurance Property & Casualty
PGRE,Real Estate,REIT Office
PGTI,Industrials,Building Products & Equipment
PH,Industrials,Specialty Industrial Machinery
PHAR,Healthcare,Biotechnology
PHAS,Healthcare,Biotechnology
PHAT,Healthcare,Biotechnology
PHG,Healthcare,Diagnostics & Research
PHGE,Healthcare,Biotechnology
PHI,Communication Services,Telecom Services
PHM,Consumer Cyclical,Residential Construction
PHR,Healthcare,Health Information Services
PI,Technology,Communication Equipment
PIAI,Financial Services,Shell Companies
PICO,Utilities,Utilities Regulated Water
PII,Consumer Cyclical,Recreational Vehicles
PINC,Healthcare,Health Information Services
PINE,Real Estate,REIT Diversified
PING,Technology,Software Infrastructure
PINS,Communication Services,Internet Content & Information
PIPR,Financial Services,Capital Markets
PIRS,Healthcare,Biotechnology
PJT,Financial Services,Capital Markets
PK,Real Estate,REIT Hotel & Motel
PKBK,Financial Services,Banks Regional
PKE,Industrials,Aerospace & Defense
PKG,Consumer Cyclical,Packaging & Containers
PKI,Healthcare,Diagnostics & Research
PKOH,Industrials,Industrial Distribution
PKX,Basic Materials,Steel
PLAB,Technology,Semiconductor Equipment & Materials
PLAN,Technology,Software Infrastructure
PLAY,Consumer Cyclical,Restaurants
PLBC,Financial Services,Banks Regional
PLCE,Consumer Cyclical,Apparel Retail
PLD,Real Estate,REIT Industrial
PLG,Basic Materials,Other Precious Metals & Mining
PLM,Basic Materials,Other Industrial Metals & Mining
PLMR,Financial Services,Insurance Property & Casualty
PLNT,Consumer Cyclical,Leisure
PLOW,Consumer Cyclical,Auto Parts
PLPC,Industrials,Electrical Equipment & Parts
PLRX,Healthcare,Biotechnology
PLSE,Healthcare,Medical Instruments & Supplies
PLT,Technology,Communication Equipment
PLTR,Technology,Software Infrastructure
PLUG,Industrials,Electrical Equipment & Parts
PLUS,Technology,Software Application
PLX,Healthcare,Biotechnology
PLXS,Technology,Electronic Components
PLYA,Consumer Cyclical,Resorts & Casinos
PLYM,Real Estate,REIT Industrial
PM,Consumer Defensive,Tobacco
PMBC,Financial Services,Banks Regional
PMT,Real Estate,REIT Mortgage
PMVC,Financial Services,Shell Companies
PMVP,Healthcare,Biotechnology
PNC,Financial Services,Banks Regional
PNFP,Financial Services,Banks Regional
PNM,Utilities,Utilities Regulated Electric
PNR,Industrials,Specialty Industrial Machinery
PNTG,Healthcare,Medical Care Facilities
PNW,Utilities,Utilities Regulated Electric
PODD,Healthcare,Medical Devices
POLA,Industrials,Electrical Equipment & Parts
POOL,Consumer Cyclical,Leisure
POR,Utilities,Utilities Regulated Electric
POST,Consumer Defensive,Packaged Foods
POWI,Technology,Semiconductors
POWL,Industrials,Electrical Equipment & Parts
POWW,Industrials,Aerospace & Defense
PPBI,Financial Services,Banks Regional
PPC,Consumer Defensive,Packaged Foods
PPD,Healthcare,Drug Manufacturers Specialty & Generic
PPG,Basic Materials,Specialty Chemicals
PPL,Utilities,Utilities Regulated Electric
PQG,Basic Materials,Specialty Chemicals
PRA,Financial Services,Insurance Property & Casualty
PRAA,Financial Services,Credit Services
PRAH,Healthcare,Diagnostics & Research
PRAX,Healthcare,Biotechnology
PRCH,Technology,Software—Application
PRDO,Consumer Defensive,Education & Training Services
PRFT,Technology,Information Technology Services
PRG,Industrials,Rental & Leasing Services
PRGO,Healthcare,Drug Manufacturers Specialty & Generic
PRGS,Technology,Software Application
PRGX,Industrials,Specialty Business Services
PRI,Financial Services,Insurance Life
PRIM,Industrials,Engineering & Construction
PRK,Financial Services,Banks Regional
PRLB,Industrials,Metal Fabrication
PRLD,Healthcare,Biotechnology
PRMW,Consumer Defensive,Beverages Non-Alcoholic
PRO,Technology,Software Application
PROF,Healthcare,Medical Devices
PROG,Healthcare,Biotechnology
PROS,Financial Services,Insurance Specialty
PROV,Financial Services,Banks Regional
PRPB,Financial Services,Shell Companies
PRPH,Healthcare,Drug Manufacturers Specialty & Generic
PRPL,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
PRQR,Healthcare,Biotechnology
PRS,Financial Services,Insurance Life
PRSP,Technology,Information Technology Services
PRTA,Healthcare,Biotechnology
PRTC,Healthcare,Biotechnology
PRTH,Technology,Information Technology Services
PRTK,Healthcare,Biotechnology
PRTS,Consumer Cyclical,Internet Retail
PRTY,Consumer Cyclical,Specialty Retail
PRU,Financial Services,Insurance Life
PRVB,Healthcare,Biotechnology
PRVL,Healthcare,Biotechnology
PS,Technology,Software Application
PSA,Real Estate,REIT Industrial
PSAC,Financial Services,Shell Companies
PSB,Real Estate,REIT Diversified
PSMT,Consumer Defensive,Discount Stores
PSN,Industrials,Specialty Industrial Machinery
PSNL,Healthcare,Diagnostics & Research
PSO,Communication Services,Publishing
PSTG,Technology,Computer Hardware
PSTH,Financial Services,Shell Companies
PSTI,Healthcare,Biotechnology
PSTL,Real Estate,REIT Office
PSTX,Healthcare,Biotechnology
PSX,Energy,Oil & Gas Refining & Marketing
PSXP,Energy,Oil & Gas Midstream
PTC,Technology,Software Application
PTCT,Healthcare,Biotechnology
PTEN,Energy,Oil & Gas Drilling
PTGX,Healthcare,Biotechnology
PTK,Financial Services,Shell Companies
PTN,Healthcare,Biotechnology
PTNR,Communication Services,Telecom Services
PTON,Consumer Cyclical,Leisure
PTR,Energy,Oil & Gas Integrated
PTRS,Financial Services,Banks Regional
PTSI,Industrials,Trucking
PTVCA,Financial Services,Insurance Property & Casualty
PTVCB,Financial Services,Insurance Property & Casualty
PTVE,Consumer Cyclical,Packaging & Containers
PUBM,Technology,Software—Application
PUK,Financial Services,Insurance Life
PUMP,Energy,Oil & Gas Equipment & Services
PUYI,Financial Services,Asset Management
PVAC,Energy,Oil & Gas E&P
PVBC,Financial Services,Banks Regional
PVG,Basic Materials,Gold
PVH,Consumer Cyclical,Apparel Manufacturing
PWFL,Technology,Communication Equipment
PWOD,Financial Services,Banks Regional
PWR,Industrials,Engineering & Construction
PXD,Energy,Oil & Gas E&P
PXLW,Technology,Semiconductors
PYPD,Healthcare,Biotechnology
PYPL,Financial Services,Credit Services
PZN,Financial Services,Asset Management
PZZA,Consumer Cyclical,Restaurants
QADA,Technology,Software Application
QADB,Technology,Software Application
QCOM,Technology,Semiconductors
QCRH,Financial Services,Banks Regional
QD,Financial Services,Credit Services
QDEL,Healthcare,Diagnostics & Research
QELL,Financial Services,Shell Companies
QEP,Energy,Oil & Gas E&P
QFIN,Financial Services,Credit Services
QGEN,Healthcare,Diagnostics & Research
QH,Technology,Software—Application
QIWI,Financial Services,Credit Services
QK,Real Estate,Real Estate Services
QLYS,Technology,Software Infrastructure
QMCO,Technology,Computer Hardware
QNST,Communication Services,Advertising Agencies
QRTEA,Consumer Cyclical,Internet Retail
QRTEB,Consumer Cyclical,Internet Retail
QRVO,Technology,Semiconductors
QS,Consumer Cyclical,Auto Parts
QSR,Consumer Cyclical,Restaurants
QTNT,Healthcare,Diagnostics & Research
QTRX,Healthcare,Medical Devices
QTS,Real Estate,REIT Industrial
QTT,Communication Services,Internet Content & Information
QTWO,Technology,Software Application
QUAD,Industrials,Specialty Business Services
QUMU,Technology,Software Application
QUOT,Communication Services,Advertising Agencies
QURE,Healthcare,Biotechnology
R,Industrials,Rental & Leasing Services
RACA,Financial Services,Shell Companies
RACE,Consumer Cyclical,Auto Manufacturers
RAD,Healthcare,Pharmaceutical Retailers
RADA,Industrials,Aerospace & Defense
RADI,Communication Services,Telecom Services
RAMP,Technology,Information Technology Services
RAPT,Healthcare,Biotechnology
RARE,Healthcare,Biotechnology
RAVN,Industrials,Specialty Industrial Machinery
RBA,Industrials,Specialty Business Services
RBAC,Financial Services,Shell Companies
RBB,Financial Services,Banks Regional
RBBN,Communication Services,Telecom Services
RBC,Industrials,Specialty Industrial Machinery
RBCAA,Financial Services,Banks Regional
RBKB,Financial Services,Banks Regional
RBNC,Financial Services,Banks Regional
RC,Real Estate,REIT Mortgage
RCEL,Healthcare,Medical Devices
RCHG,Financial Services,Shell Companies
RCI,Communication Services,Telecom Services
RCII,Industrials,Rental & Leasing Services
RCKT,Healthcare,Biotechnology
RCKY,Consumer Cyclical,Footwear & Accessories
RCL,Consumer Cyclical,Travel Services
RCM,Healthcare,Health Information Services
RCUS,Healthcare,Biotechnology
RDCM,Communication Services,Telecom Services
RDFN,Real Estate,Real Estate Services
RDHL,Healthcare,Drug Manufacturers Specialty & Generic
RDI,Communication Services,Entertainment
RDIB,Communication Services,Entertainment
RDN,Financial Services,Insurance Specialty
RDNT,Healthcare,Diagnostics & Research
RDUS,Healthcare,Drug Manufacturers Specialty & Generic
RDVT,Technology,Software Application
RDWR,Technology,Software Infrastructure
RDY,Healthcare,Drug Manufacturers Specialty & Generic
RE,Financial Services,Insurance Reinsurance
REAL,Consumer Cyclical,Specialty Retail
REDU,Consumer Defensive,Education & Training Services
REFR,Technology,Electronic Components
REG,Real Estate,REIT Retail
REGI,Energy,Oil & Gas Refining & Marketing
REGN,Healthcare,Biotechnology
REKR,Technology,Software Infrastructure
RELX,Communication Services,Publishing
RENN,Consumer Cyclical,Auto & Truck Dealerships
REPL,Healthcare,Biotechnology
RES,Energy,Oil & Gas Equipment & Services
RESN,Technology,Semiconductors
RETA,Healthcare,Biotechnology
REV,Consumer Defensive,Household & Personal Products
REVG,Industrials,Farm & Heavy Construction Machinery
REX,Energy,Oil & Gas Refining & Marketing
REXR,Real Estate,REIT Industrial
REYN,Consumer Cyclical,Packaging & Containers
REZI,Industrials,Security & Protection Services
RF,Financial Services,Banks Regional
RFL,Healthcare,Biotechnology
RFP,Basic Materials,Paper & Paper Products
RGA,Financial Services,Insurance Reinsurance
RGCO,Utilities,Utilities Regulated Gas
RGEN,Healthcare,Medical Instruments & Supplies
RGLD,Basic Materials,Gold
RGNX,Healthcare,Biotechnology
RGP,Industrials,Consulting Services
RGR,Industrials,Aerospace & Defense
RGS,Consumer Cyclical,Personal Services
RH,Consumer Cyclical,Specialty Retail
RHI,Industrials,Staffing & Employment Services
RHP,Real Estate,REIT Hotel & Motel
RICE,Financial Services,Shell Companies
RICK,Consumer Cyclical,Restaurants
RIDE,Consumer Cyclical,Auto Manufacturers
RIG,Energy,Oil & Gas Drilling
RIGL,Healthcare,Biotechnology
RILY,Financial Services,Financial Conglomerates
RIO,Basic Materials,Other Industrial Metals & Mining
RIOT,Technology,Software Application
RJF,Financial Services,Capital Markets
RKT,Financial Services,Mortgage Finance
RL,Consumer Cyclical,Apparel Manufacturing
RLAY,Healthcare,Biotechnology
RLGT,Industrials,Integrated Freight & Logistics
RLGY,Real Estate,Real Estate Services
RLI,Financial Services,Insurance Property & Casualty
RLJ,Real Estate,REIT Hotel & Motel
RLMD,Healthcare,Drug Manufacturers Specialty & Generic
RM,Financial Services,Credit Services
RMAX,Real Estate,Real Estate Services
RMBI,Financial Services,Banks Regional
RMBS,Technology,Semiconductors
RMD,Healthcare,Medical Instruments & Supplies
RMNI,Technology,Software Application
RMO,Consumer Cyclical,Auto Parts
RMR,Real Estate,Real Estate Services
RMTI,Healthcare,Drug Manufacturers Specialty & Generic
RNA,Healthcare,Biotechnology
RNDB,Financial Services,Banks Regional
RNET,Energy,Oil & Gas Equipment & Services
RNG,Technology,Software Application
RNLX,Healthcare,Diagnostics & Research
RNR,Financial Services,Insurance Reinsurance
RNST,Financial Services,Banks Regional
ROAD,Industrials,Engineering & Construction
ROCH,Financial Services,Shell Companies
ROCK,Industrials,Building Products & Equipment
ROG,Technology,Electronic Components
ROIC,Real Estate,REIT Retail
ROK,Industrials,Specialty Industrial Machinery
ROKU,Communication Services,Entertainment
ROL,Consumer Cyclical,Personal Services
ROLL,Industrials,Tools & Accessories
ROOT,Financial Services,Insurance Property & Casualty
ROP,Industrials,Specialty Industrial Machinery
ROST,Consumer Cyclical,Apparel Retail
RP,Technology,Software Application
RPAI,Real Estate,REIT Retail
RPAY,Technology,Software Infrastructure
RPD,Technology,Software Application
RPLA,Financial Services,Shell Companies
RPM,Basic Materials,Specialty Chemicals
RPRX,Healthcare,Biotechnology
RPT,Real Estate,REIT Retail
RPTX,Healthcare,Biotechnology
RRBI,Financial Services,Banks Regional
RRC,Energy,Oil & Gas E&P
RRD,Industrials,Specialty Business Services
RRGB,Consumer Cyclical,Restaurants
RRR,Consumer Cyclical,Resorts & Casinos
RS,Basic Materials,Steel
RSG,Industrials,Waste Management
RSI,Consumer Cyclical,Gambling
RSVA,Financial Services,Shell Companies
RTLR,Energy,Oil & Gas Midstream
RTP,Financial Services,Shell Companies
RTX,Industrials,Aerospace & Defense
RUBY,Healthcare,Biotechnology
RUHN,Consumer Cyclical,Internet Retail
RUN,Technology,Solar
RUSHA,Consumer Cyclical,Auto & Truck Dealerships
RUSHB,Consumer Cyclical,Auto & Truck Dealerships
RUTH,Consumer Cyclical,Restaurants
RVI,Real Estate,REIT Retail
RVLV,Consumer Cyclical,Internet Retail
RVMD,Healthcare,Biotechnology
RVNC,Healthcare,Biotechnology
RVP,Healthcare,Medical Instruments & Supplies
RVSB,Financial Services,Banks Regional
RWT,Real Estate,REIT Mortgage
RXN,Industrials,Specialty Industrial Machinery
RXT,Technology,Software Infrastructure
RY,Financial Services,Banks Diversified
RYAAY,Industrials,Airlines
RYAM,Basic Materials,Chemicals
RYI,Industrials,Metal Fabrication
RYN,Real Estate,REIT Specialty
RYTM,Healthcare,Biotechnology
RZLT,Healthcare,Biotechnology
SA,Basic Materials,Gold
SABR,Technology,Information Technology Services
SAFE,Real Estate,REIT Diversified
SAFM,Consumer Defensive,Packaged Foods
SAFT,Financial Services,Insurance Property & Casualty
SAGE,Healthcare,Biotechnology
SAH,Consumer Cyclical,Auto & Truck Dealerships
SAIA,Industrials,Trucking
SAIC,Technology,Information Technology Services
SAII,Financial Services,Shell Companies
SAIL,Technology,Software Infrastructure
SAL,Financial Services,Banks Regional
SALT,Industrials,Marine Shipping
SAM,Consumer Defensive,Beverages Brewers
SAMG,Financial Services,Asset Management
SAN,Financial Services,Banks Diversified
SAND,Basic Materials,Gold
SANM,Technology,Electronic Components
SANW,Consumer Defensive,Farm Products
SAP,Technology,Software Application
SASR,Financial Services,Banks Regional
SATS,Technology,Communication Equipment
SAVA,Healthcare,Biotechnology
SAVE,Industrials,Airlines
SB,Industrials,Marine Shipping
SBAC,Real Estate,REIT Specialty
SBBP,Healthcare,Biotechnology
SBCF,Financial Services,Banks Regional
SBE,Financial Services,Shell Companies
SBFG,Financial Services,Banks Regional
SBG,Financial Services,Shell Companies
SBGI,Communication Services,Broadcasting
SBH,Consumer Cyclical,Specialty Retail
SBLK,Industrials,Marine Shipping
SBNY,Financial Services,Banks Regional
SBR,Energy,Oil & Gas E&P
SBRA,Real Estate,REIT Healthcare Facilities
SBS,Utilities,Utilities Regulated Water
SBSI,Financial Services,Banks Regional
SBT,Financial Services,Banks Regional
SBTX,Healthcare,Biotechnology
SBUX,Consumer Cyclical,Restaurants
SC,Financial Services,Credit Services
SCCO,Basic Materials,Copper
SCHL,Communication Services,Publishing
SCHN,Basic Materials,Steel
SCHW,Financial Services,Capital Markets
SCI,Consumer Cyclical,Personal Services
SCL,Basic Materials,Specialty Chemicals
SCOR,Communication Services,Advertising Agencies
SCPE,Financial Services,Shell Companies
SCPH,Healthcare,Biotechnology
SCPL,Communication Services,Electronic Gaming & Multimedia
SCPS,Healthcare,Biotechnology
SCS,Industrials,Business Equipment & Supplies
SCSC,Technology,Electronics & Computer Distribution
SCU,Financial Services,Asset Management
SCVL,Consumer Cyclical,Apparel Retail
SCVX,Financial Services,Shell Companies
SCWX,Technology,Software Infrastructure
SCYX,Healthcare,Drug Manufacturers Specialty & Generic
SD,Energy,Oil & Gas E&P
SDC,Healthcare,Medical Devices
SDGR,Healthcare,Health Information Services
SE,Communication Services,Electronic Gaming & Multimedia
SEAH,Financial Services,Shell Companies
SEAS,Consumer Cyclical,Leisure
SEB,Industrials,Conglomerates
SECO,Consumer Cyclical,Internet Retail
SEDG,Technology,Solar
SEE,Consumer Cyclical,Packaging & Containers
SEER,Healthcare,Biotechnology
SEIC,Financial Services,Asset Management
SELB,Healthcare,Biotechnology
SEM,Healthcare,Medical Care Facilities
SENEA,Consumer Defensive,Packaged Foods
SENEB,Consumer Defensive,Packaged Foods
SENS,Healthcare,Diagnostics & Research
SESN,Healthcare,Biotechnology
SF,Financial Services,Capital Markets
SFBS,Financial Services,Banks Regional
SFE,Financial Services,Asset Management
SFIX,Consumer Cyclical,Specialty Retail
SFL,Industrials,Marine Shipping
SFM,Consumer Defensive,Grocery Stores
SFNC,Financial Services,Banks Regional
SFST,Financial Services,Banks Regional
SFT,Consumer Cyclical,Internet Retail
SFTW,Financial Services,Shell Companies
SFUN,Communication Services,Internet Content & Information
SG,Financial Services,Insurance Property & Casualty
SGA,Communication Services,Broadcasting
SGAM,Financial Services,Shell Companies
SGC,Consumer Cyclical,Apparel Manufacturing
SGEN,Healthcare,Biotechnology
SGH,Technology,Semiconductors
SGMO,Healthcare,Biotechnology
SGMS,Consumer Cyclical,Gambling
SGOC,Financial Services,Credit Services
SGRY,Healthcare,Medical Care Facilities
SGTX,Healthcare,Biotechnology
SGU,Energy,Oil & Gas Midstream
SHAK,Consumer Cyclical,Restaurants
SHBI,Financial Services,Banks Regional
SHC,Healthcare,Diagnostics & Research
SHEN,Communication Services,Telecom Services
SHG,Financial Services,Banks Regional
SHI,Energy,Oil & Gas Refining & Marketing
SHLX,Energy,Oil & Gas Midstream
SHO,Real Estate,REIT Hotel & Motel
SHOO,Consumer Cyclical,Footwear & Accessories
SHOP,Technology,Software Application
SHSP,Technology,Software Application
SHW,Basic Materials,Specialty Chemicals
SHYF,Industrials,Farm & Heavy Construction Machinery
SI,Financial Services,Banks Regional
SIBN,Healthcare,Medical Devices
SIC,Consumer Cyclical,Residential Construction
SID,Basic Materials,Steel
SIEB,Financial Services,Capital Markets
SIEN,Healthcare,Medical Devices
SIFY,Communication Services,Telecom Services
SIG,Consumer Cyclical,Luxury Goods
SIGA,Healthcare,Biotechnology
SIGI,Financial Services,Insurance Property & Casualty
SII,Financial Services,Asset Management
SILC,Technology,Communication Equipment
SILK,Healthcare,Medical Devices
SILV,Basic Materials,Other Precious Metals & Mining
SIM,Basic Materials,Steel
SIMO,Technology,Semiconductors
SINA,Communication Services,Internet Content & Information
SIOX,Healthcare,Biotechnology
SIRI,Communication Services,Broadcasting
SITC,Real Estate,REIT Retail
SITE,Industrials,Industrial Distribution
SITM,Technology,Semiconductors
SIVB,Financial Services,Banks Regional
SIX,Consumer Cyclical,Leisure
SJ,Communication Services,Broadcasting
SJI,Utilities,Utilities Diversified
SJM,Consumer Defensive,Packaged Foods
SJR,Communication Services,Telecom Services
SJT,Energy,Oil & Gas E&P
SJW,Utilities,Utilities Regulated Water
SKM,Communication Services,Telecom Services
SKT,Real Estate,REIT Retail
SKX,Consumer Cyclical,Footwear & Accessories
SKY,Consumer Cyclical,Residential Construction
SKYW,Industrials,Airlines
SLAB,Technology,Semiconductors
SLB,Energy,Oil & Gas Equipment & Services
SLCA,Energy,Oil & Gas Equipment & Services
SLCT,Financial Services,Banks Regional
SLDB,Healthcare,Drug Manufacturers Specialty & Generic
SLF,Financial Services,Insurance Diversified
SLG,Real Estate,REIT Office
SLGL,Healthcare,Biotechnology
SLGN,Consumer Cyclical,Packaging & Containers
SLM,Financial Services,Credit Services
SLN,Healthcare,Biotechnology
SLNO,Healthcare,Diagnostics & Research
SLP,Healthcare,Health Information Services
SLQT,Financial Services,Insurance Brokers
SM,Energy,Oil & Gas E&P
SMAR,Technology,Software Application
SMBC,Financial Services,Banks Regional
SMBK,Financial Services,Banks Regional
SMCI,Technology,Computer Hardware
SMED,Industrials,Waste Management
SMFG,Financial Services,Banks Diversified
SMG,Basic Materials,Agricultural Inputs
SMMF,Financial Services,Banks Regional
SMMT,Healthcare,Biotechnology
SMP,Consumer Cyclical,Auto Parts
SMPL,Consumer Defensive,Packaged Foods
SMSI,Technology,Software Application
SMTC,Technology,Semiconductors
SMTS,Basic Materials,Other Industrial Metals & Mining
SMTX,Technology,Electronic Components
SNA,Industrials,Tools & Accessories
SNAP,Communication Services,Internet Content & Information
SNBR,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
SNCR,Technology,Software Application
SNDL,Healthcare,Drug Manufacturers Specialty & Generic
SNDR,Industrials,Trucking
SNDX,Healthcare,Biotechnology
SNE,Technology,Consumer Electronics
SNEX,Financial Services,Capital Markets
SNFCA,Financial Services,Credit Services
SNN,Healthcare,Medical Devices
SNOW,Technology,Software Application
SNP,Energy,Oil & Gas Integrated
SNPR,Financial Services,Shell Companies
SNPS,Technology,Software Infrastructure
SNR,Real Estate,REIT Residential
SNV,Financial Services,Banks Regional
SNX,Technology,Information Technology Services
SNY,Healthcare,Drug Manufacturers General
SO,Utilities,Utilities Regulated Electric
SOAC,Financial Services,Shell Companies
SOGO,Communication Services,Internet Content & Information
SOHU,Communication Services,Internet Content & Information
SOI,Energy,Oil & Gas Equipment & Services
SOL,Technology,Solar
SOLO,Consumer Cyclical,Auto Manufacturers
SOLY,Healthcare,Medical Devices
SON,Consumer Cyclical,Packaging & Containers
SONA,Financial Services,Banks Regional
SONO,Technology,Consumer Electronics
SP,Industrials,Specialty Business Services
SPB,Consumer Defensive,Household & Personal Products
SPCE,Industrials,Aerospace & Defense
SPFI,Financial Services,Banks Regional
SPG,Real Estate,REIT Retail
SPGI,Financial Services,Financial Data & Stock Exchanges
SPH,Utilities,Utilities Regulated Gas
SPI,Technology,Solar
SPKE,Utilities,Utilities Regulated Electric
SPLK,Technology,Software Infrastructure
SPLP,Industrials,Conglomerates
SPNE,Healthcare,Medical Devices
SPNS,Technology,Software Application
SPNV,Financial Services,Shell Companies
SPOK,Communication Services,Telecom Services
SPOT,Communication Services,Internet Content & Information
SPPI,Healthcare,Biotechnology
SPR,Industrials,Aerospace & Defense
SPRB,Healthcare,Biotechnology
SPRO,Healthcare,Biotechnology
SPSC,Technology,Software Infrastructure
SPT,Technology,Software Application
SPTN,Consumer Defensive,Food Distribution
SPWH,Consumer Cyclical,Leisure
SPWR,Technology,Solar
SPXC,Industrials,Specialty Industrial Machinery
SQ,Technology,Software Infrastructure
SQM,Basic Materials,Chemicals
SQNS,Technology,Semiconductors
SQZ,Healthcare,Biotechnology
SR,Utilities,Utilities Regulated Gas
SRAC,Financial Services,Shell Companies
SRC,Real Estate,REIT Diversified
SRCE,Financial Services,Banks Regional
SRCL,Industrials,Waste Management
SRDX,Healthcare,Medical Devices
SRE,Utilities,Utilities Diversified
SREV,Technology,Software Application
SRG,Real Estate,REIT Retail
SRGA,Healthcare,Medical Devices
SRI,Consumer Cyclical,Auto Parts
SRLP,Energy,Oil & Gas Refining & Marketing
SRNE,Healthcare,Biotechnology
SRPT,Healthcare,Biotechnology
SRRA,Healthcare,Biotechnology
SRRK,Healthcare,Biotechnology
SRSA,Financial Services,Shell Companies
SRT,Industrials,Specialty Business Services
SSB,Financial Services,Banks Regional
SSD,Industrials,Building Products & Equipment
SSL,Energy,Oil & Gas Integrated
SSNC,Technology,Software Application
SSP,Communication Services,Broadcasting
SSPK,Financial Services,Shell Companies
SSRM,Basic Materials,Gold
SSTI,Technology,Software Application
SSTK,Communication Services,Internet Content & Information
SSYS,Technology,Computer Hardware
ST,Technology,Scientific & Technical Instruments
STAA,Healthcare,Medical Instruments & Supplies
STAG,Real Estate,REIT Industrial
STAR,Real Estate,REIT—Diversified
STAY,Consumer Cyclical,Lodging
STBA,Financial Services,Banks Regional
STC,Financial Services,Insurance Property & Casualty
STE,Healthcare,Medical Instruments & Supplies
STEP,Financial Services,Asset Management
STFC,Financial Services,Insurance Property & Casualty
STG,Consumer Defensive,Education & Training Services
STIC,Financial Services,Shell Companies
STIM,Healthcare,Diagnostics & Research
STKL,Consumer Defensive,Packaged Foods
STKS,Consumer Cyclical,Restaurants
STL,Financial Services,Banks Regional
STLD,Basic Materials,Steel
STM,Technology,Semiconductors
STMP,Technology,Software Application
STN,Industrials,Engineering & Construction
STND,Financial Services,Banks Regional
STNE,Technology,Software Application
STNG,Energy,Oil & Gas Midstream
